G1,G2,G3,G4,G5,G6,Key,Rounds,Effect distance,description,page,short_description,glyph_list,glyph_count,Spell Glyphs
Eja,Ix,,,,,2,V1,touch,"Temporarily restores the sight of the recipient. This can include sight impaired by irritants or bright light, drunkenness and natural shortsightedness. It can also restore sight impaired by Light Elemental attacks. It will not enable someone to see if their vision is impaired by darkness, magical darkness, mists or physical blindfolds.",39,"Temporarily restores the sight of the recipient. This can include sight impaired by irritants or bright light, drunkenness and natural shortsightedness.",Eja|Ix,2,Eja + Ix
Eja,Ylg,,,,,2,6R,20Sd,"Enables the caster to momentarily cloud the vision of one target each round. The caster must overcome a target’s KEY each time to be successful. This spell will not blind the target as such, but will leave the target’s sight obscured long enough for them to lose their next action in combat, in spell casting or for some other skill that requires vision.",39,Enables the caster to momentarily cloud the vision of one target each round. The caster must overcome a target’s KEY each time to be successful.,Eja|Ylg,2,Eja + Ylg
Eja,Lerru,Evu,,,,3 ∞,V 1,self,Allows the caster to powerfully zoom their view in on a distant object or switch to view minute details on something much closer. The spell also enhances the number of colours the caster can see. The spell will enable them to see hot and cold. This will effectively increase the caster’s see and search skills by +50.,39,Allows the caster to powerfully zoom their view in on a distant object or switch to view minute details on something much closer. The spell also enhances the number of colours the caster can see.,Eja|Lerru|Evu,3,Eja + Lerru + Evu
Eja,Cya,Worav,,,,3 ∞,V 2,touch,"Enables the caster to use a suitable smooth surface, even a still liquid to project the image from a magic eye glyph of the caster’s making. If the caster has multiple magic eyes running, they may switch the projection between them by gesturing the LERRU glyph. The size of the projected image depends on the size of the available surface and the level of the caster. A prime level caster could create a projection up to 2Sd across. Once the projection has been set up the caster does not have to remain nearby.",39,"Enables the caster to use a suitable smooth surface, even a still liquid to project the image from a magic eye glyph of the caster’s making.",Eja|Cya|Worav,3,Eja + Cya + Worav
Eja,Xama,Cya,,,,3 ∞,see spell,touch,"Creates a magical eye glyph, similar to the EYA-CYA spell, which may be looked through by the caster (with two uses per level and remaining open for 6R on each use). If desired the glyph may be used once in a similar way to the EJA-XAMA spell to cause a target viewed through the eye to fail or fumble their next action as a result of a jolt of pain. Once the eye has been fired it will be dispelled. For each extra point of Key invested in the spell it may fire one more time before being dispelled. If such an eye glyph is created as a permanent spell it may ‘fire’ as many times per day as additional Key invested in the creation spell. If such a glyph is covered it will be rendered impotent. It will take no damage from being struck, although if the wall or object it has been placed upon is broken or scratched the glyph may be destroyed.",39,"Creates a magical eye glyph, similar to the EYA-CYA spell, which may be looked through by the caster (with two uses per level and remaining open for 6R on each use).",Eja|Xama|Cya,3,Eja + Xama + Cya
Eja,Gis,Cya,,,,3,see spell,touch,"Creates an eye glyph similar to the EJA-CYA spell; however, this glyph acts as an early warning system, switching on when it detects the movement of any large creature (human size upwards). As with EJA-CYA, the spell will give two uses per level and, once activated, the eye will remain open for 6R. If such a glyph is covered it will be rendered impotent. It will take no damage from being struck, although if the wall or object it has been placed upon is broken or scratched the glyph may be destroyed..",40,"Creates an eye glyph similar to the EJA-CYA spell; however, this glyph acts as an early warning system, switching on when it detects the movement of any large creature (human size upwards).",Eja|Gis|Cya,3,Eja + Gis + Cya
Eja,Hust,Cya,,,,3,see spell,touch,"Creates a magical eye glyph similar to the EJA–CYA spell; however this combination also allows the glyph to pick up sound in the vicinity. The spell will give two uses per level and each time it is activated the eye will remain open for 6R. If such a glyph is covered it will be rendered unable to see, but it may still hear. It will take no damage from being struck, although if the wall or object it has been placed upon is broken or scratched the glyph may be destroyed.",40,Creates a magical eye glyph similar to the EJA–CYA spell; however this combination also allows the glyph to pick up sound in the vicinity.,Eja|Hust|Cya,3,Eja + Hust + Cya
Eja,Teshet,Cya,,,,3 ∞,V 2 see,spell,"Creates a small smooth glassy sphere in the palm of the caster’s hand. If examined the sphere will usually have cloudy depths or to hold a wisp of darker material within, not unlike a pupil. The sphere will behave in all ways like a magic eye glyph enabling the caster to see from it wherever it is carried or placed. The sphere can even be given to someone else to carry. The enchanter will need to maintain concentration while viewing through the sphere, the vision appearing in the mind’s eye, but they may still see things with their own eyes. The viewpoint can be from any angle visible from the sphere, the caster need only look up down or turn as needed. Once created the enchanter may use the eye any time, or from any distance away whilst the spell is in operation. Once the spell ends the sphere will crumble to dust. If such a sphere is covered it will be rendered impotent. It will take no damage from being struck. It may only be destroyed by magic.",40,"Creates a small smooth glassy sphere in the palm of the caster’s hand. If examined the sphere will usually have cloudy depths or to hold a wisp of darker material within, not unlike a pupil.",Eja|Teshet|Cya,3,Eja + Teshet + Cya
Eja,Ghan,Lerru,,,,3,V 1,self,"Gives the caster the ability to see on the chimeric level. Natural background chimeric light is very dim and the caster will barely be able to see anything more than 2Sd away. Although it could be useful to have some vision in complete darkness, including darkness created magically. If the caster is able to magically generate chimeric light or has a source that produces such light they will be able to see much further. Bright chimeric light is even able penetrate solid objects, enabling the caster to see through flesh, cloth, leather, and wooden walls or floors. Even a course of brick or a layer of thin mental will not entirely obscure what is beyond. Thick stonework, deep earth, water and dense metals are the only things that will obscure a bright source of such light.",41,Gives the caster the ability to see on the chimeric level. Natural background chimeric light is very dim and the caster will barely be able to see anything more than 2Sd away.,Eja|Ghan|Lerru,3,Eja + Ghan + Lerru
Eja,Maef,Lerru,,,,3,12R,self,"Enables the caster to see into the border between the spirit world and the mundane. The caster will see key in its true form, allowing them to view spirits, elementals as they really are and active magic (though not the exact nature of the spell involved). This spell will also enable the caster to view a spirit departing in death from its body as it begins its journey to the afterlife.",41,Enables the caster to see into the border between the spirit world and the mundane.,Eja|Maef|Lerru,3,Eja + Maef + Lerru
Eja,Maef,Chom,,,,3 ∞,12R,touch,"Effectively cancels any scrying spells being used on the caster for the duration of the spell.. It will not make the recipient immune or invisible to direct sight based magic. It may, however, confound some creatures or spirits that only see by Key alone..",41,Effectively cancels any scrying spells being used on the caster for the duration of the spell.. It will not make the recipient immune or invisible to direct sight based magic.,Eja|Maef|Chom,3,Eja + Maef + Chom
